slug,name,city,state,latitude,longitude,category,public_access,source,timezone,verified_at
johnny-cash-one-piece-at-a-time-cadillac,Johnny Cash 'One Piece at a Time' Cadillac,Bon Aqua,TN,35.95343,-87.32702,roadside-oddities,limited,https://www.storytellersmuseum.com/,America/Chicago,2026-09-09T12:59:24.207387+00:00
johnny-sack-cabin,Johnny Sack Cabin,Island Park,ID,44.50018,-111.25496,weird-history,limited,https://visitidaho.org/travel-tips/add-these-stops-to-your-eastern-idaho-road-trip/,America/Denver,2026-09-10T14:41:12.757408+00:00
johnson-cemetery-mound,Johnson Cemetery Mound,Tunica,MS,34.74102,-90.3667,weird-history,roadside,https://trails.mdah.ms.gov/johnson,America/Chicago,2026-09-09T12:59:48.572362+00:00
johnson-shaw-stereoscopic-museum,Johnson-Shaw Stereoscopic Museum,Meadville,PA,41.63738,-80.1469,museums,limited,https://www.johnsonshawmuseum.org/,America/New_York,2026-09-08T02:24:39.058393+00:00
johnsonville-village,Johnsonville Village,East Haddam,CT,41.49496,-72.46652,weird-history,private,https://www.atlasobscura.com/places/johnsonville-village,America/New_York,2026-09-08T18:47:23.721893+00:00
joliet-iron-works-historic-site,Joliet Iron Works Historic Site,Joliet,IL,41.54008,-88.07932,weird-history,open,https://www.reconnectwithnature.org/preserves-trails/preserves/joliet-iron-works-historic-site/,America/Chicago,2026-09-09T13:01:50.8603+00:00
jolly-green-giant,Jolly Green Giant,Blue Earth,MN,43.650675,-94.095708,roadside-oddities,roadside,https://www.si.edu/object/jolly-green-giant-sculpture%3Asiris_ari_336561,America/Chicago,2026-09-06T21:21:44.179039+00:00
jonathan-walkers-branded-hand-grave,Jonathan Walker's Branded Hand Grave,Muskegon,MI,43.226,-86.23446,weird-history,open,https://www.nps.gov/people/jonathan-walker.htm,America/Detroit,2026-09-08T14:53:55.160019+00:00
joor-muffler-man,Joor Muffler Man,Escondido,CA,33.12411,-117.07935,roadside-oddities,roadside,https://visitescondido.com/,America/Los_Angeles,2026-09-10T18:16:36.855179+00:00
jordan-house,Jordan House,West Des Moines,IA,41.5867,-93.7484,weird-history,limited,https://www.wdmhs.org/jordan-house/,America/Chicago,2026-09-09T14:49:42.407907+00:00
jos-mart-park,José Martí Park,Tampa,FL,27.96181,-82.43909,roadside-oddities,open,https://www.tampa.gov/parks-and-recreation,America/New_York,2026-09-09T13:54:54.613604+00:00
joseph-barratts-grave,Joseph Barratt's Grave,Middletown,CT,41.55841,-72.66281,museums,open,https://www.atlasobscura.com/places/joseph-barratts-grave,America/New_York,2026-09-08T18:39:47.144889+00:00
joseph-n-nicollet-tower-interpretive-center,Joseph N. Nicollet Tower & Interpretive Center,Sisseton,SD,45.65934,-97.13327,weird-history,limited,https://www.sissetonmuseum.com/nicollet-tower,America/Chicago,2026-09-10T18:11:24.763182+00:00
joseph-smith-birthplace-memorial,Joseph Smith Birthplace Memorial,Royalton,VT,43.82347,-72.47308,weird-history,open,https://www.atlasobscura.com/places/joseph-smith-birthplace-memorial,America/New_York,2026-09-08T16:08:01.377449+00:00
josephine-tussaud-wax-museum,Josephine Tussaud Wax Museum,Hot Springs,AR,34.51502,-93.05472,museums,open,https://www.waxmuseumhotprings.com/,America/Chicago,2026-09-11T01:01:36.216936+00:00
joshua-ward-house,Joshua Ward House,Salem,MA,42.5204,-70.89595,haunted,limited,https://www.atlasobscura.com/places/joshua-ward-house,America/New_York,2026-09-09T04:43:56.902716+00:00
josie-langmaid-monument,Josie Langmaid Monument,Suncook,NH,43.14727,-71.44611,weird-history,limited,https://www.atlasobscura.com/places/josie-langmaid-monument,America/New_York,2026-09-09T04:49:39.808526+00:00
joslyn-castle,Joslyn Castle,Omaha,NE,41.2617,-95.97181,roadside-oddities,limited,https://joslyncastle.com/,America/Chicago,2026-09-10T04:05:59.654525+00:00
judaculla-rock,Judaculla Rock,Cullowhee,NC,35.30093,-83.10986,folklore,open,https://www.visitnc.com/itinerary/uncover-mountain-mysteries-north-carolinas-haunted-trail,America/New_York,2026-09-09T05:34:33.398594+00:00
judd-foundation-marfa,Judd Foundation Marfa,Marfa,TX,30.31039,-104.02078,museums,limited,https://juddfoundation.org/,America/Chicago,2026-09-09T15:39:42.513669+00:00
judge-roy-bean-visitor-center,Judge Roy Bean Visitor Center,Langtry,TX,29.8091,-101.55958,weird-history,open,https://www.txdot.gov/discover/rest-areas-travel-information-centers/judge-roy-bean.html,America/Chicago,2026-09-09T15:39:42.513669+00:00
judgement-street-gravity-hill-shullsburg-wi,Judgement Street Gravity Hill,Shullsburg,WI,42.5475,-90.23333,folklore,roadside,https://en.wikipedia.org/wiki/List_of_gravity_hills,America/Chicago,2026-09-06T01:38:36.249959+00:00
judges-cave,Judges Cave,New Haven,CT,41.33857,-72.96666,weird-history,open,https://www.atlasobscura.com/places/judges-cave,America/New_York,2026-09-08T18:39:47.144889+00:00
judys-jungle,Judy's Jungle,Mentor,OH,41.68056,-81.32993,roadside-oddities,open,https://www.atlasobscura.com/places/judys-jungle,America/New_York,2026-09-08T02:02:43.398883+00:00
jug-rock,Jug Rock,Shoals,IN,38.67593,-86.79715,roadside-oddities,open,https://www.atlasobscura.com/places/jug-rock,America/Indiana/Vincennes,2026-09-08T13:20:58.818667+00:00
jules-undersea-lodge,Jules' Undersea Lodge,Key Largo,FL,25.09662,-80.43826,roadside-oddities,limited,https://jul.com/,America/New_York,2026-09-09T13:54:54.613604+00:00
julien-dubuque-monument,Julien Dubuque Monument,Dubuque,IA,42.4666,-90.6637,roadside-oddities,open,https://www.minesofspain.org/,America/Chicago,2026-09-09T14:49:42.407907+00:00
julius-sturgis-pretzel-bakery,Julius Sturgis Pretzel Bakery,Lititz,PA,40.15655,-76.3013,weird-history,open,https://juliussturgis.com/,America/New_York,2026-09-08T02:16:36.257931+00:00
jumbo-the-elephant-statue,Jumbo the Elephant Statue,Medford,MA,42.40775,-71.12058,roadside-oddities,open,https://www.atlasobscura.com/places/jumbo-the-elephant,America/New_York,2026-09-09T04:43:56.902716+00:00
juneau-douglas-city-museum,Juneau-Douglas City Museum,Juneau,AK,58.30183,-134.41129,museums,open,https://www.juneau.org/parks-recreation/museum,America/Anchorage,2026-09-10T21:00:19.829278+00:00
jungle-gardens-buddha-shrine,Jungle Gardens Buddha Shrine,Avery Island,LA,29.90805,-91.91613,roadside-oddities,open,https://www.junglegardens.org/,America/Chicago,2026-09-09T13:02:15.154818+00:00
jungle-jims-international-market,Jungle Jim's International Market,Fairfield,OH,39.33508,-84.52425,roadside-oddities,open,https://junglejims.com/,America/New_York,2026-09-08T01:52:19.873287+00:00
jungle-room-at-graceland,Jungle Room at Graceland,Memphis,TN,35.04611,-90.02583,roadside-oddities,limited,https://www.graceland.com/,America/Chicago,2026-09-09T12:59:24.207387+00:00
jupiter-inlet-lighthouse,Jupiter Inlet Lighthouse,Jupiter,FL,26.94875,-80.08218,weird-history,limited,https://www.jupiterlighthouse.org/,America/New_York,2026-09-09T13:54:54.613604+00:00
jurassic-national-monument-cleveland-lloyd-dinosaur-quarry,Jurassic National Monument — Cleveland-Lloyd Dinosaur Quarry,Elmo,UT,39.32198,-110.68572,museums,limited,https://www.blm.gov/visit/jurassic-national-monument,America/Denver,2026-09-10T15:17:34.272203+00:00
jurustic-park,Jurustic Park,Marshfield,WI,44.73561,-90.16676,roadside-oddities,limited,https://jurustic.com/,America/Chicago,2026-09-09T13:02:00.307533+00:00
k-25-history-center,K-25 History Center,Oak Ridge,TN,35.93141,-84.39285,weird-history,open,https://k25historycenter.com/,America/Chicago,2026-09-09T12:59:24.207387+00:00
k-rners-folly,Körner’s Folly,Kernersville,NC,36.11522,-80.07876,roadside-oddities,limited,https://www.kornersfolly.org/,America/New_York,2026-09-09T05:34:33.398594+00:00
ka-do-ha-indian-village-museum,Ka-Do-Ha Indian Village Museum,Murfreesboro,AR,34.0616,-93.71837,museums,limited,https://www.kadoha.com/,America/Chicago,2026-09-11T01:01:36.216936+00:00
kachina-natural-bridge,Kachina Natural Bridge,Lake Powell,UT,37.59191,-110.00947,roadside-oddities,open,https://www.nps.gov/nabr/,America/Denver,2026-09-10T15:17:34.272203+00:00
kadie-the-cow,Kadie the Cow,Columbus,GA,32.4633,-84.994,roadside-oddities,open,https://visitcolumbusga.com/visit/things-to-do/kadie-the-cow/,America/New_York,2026-09-09T15:16:01.869371+00:00
kaena-point,Kaʻena Point,Mokulēʻia,HI,21.57442,-158.28058,folklore,limited,https://dlnr.hawaii.gov/dsp/parks/oahu/kaena-point-state-park/,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kagel-canyon-gravity-hill-sylmar-ca,Kagel Canyon Gravity Hill,Sylmar,CA,34.3045833,-118.3755,folklore,roadside,https://en.wikipedia.org/wiki/List_of_gravity_hills,America/Los_Angeles,2026-09-06T01:38:36.249959+00:00
kaiolohia-shipwreck-beach,Kaiolohia — Shipwreck Beach,Lānaʻi City,HI,20.91739,-156.90864,roadside-oddities,limited,https://www.gohawaii.com/islands/lanai/regions/north-lanai/kaiolohia,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kaiser-paul-bunyan-made-of-car-parts,Kaiser Paul — Bunyan Made of Car Parts,Alpena,MI,45.08181,-83.44635,roadside-oddities,roadside,https://www.roadsideamerica.com/story/2421,America/Detroit,2026-09-08T15:31:15.588137+00:00
kalaupapa-peninsula-overlook-at-palaau-state-park,Kalaupapa Peninsula Overlook at Pālāʻau State Park,Hoʻolehua,HI,21.17695,-157.00513,weird-history,open,https://www.nps.gov/places/kalapeninsulaoverlook.htm,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kaloko-fishpond,Kaloko Fishpond,Kailua-Kona,HI,19.68817,-156.03302,weird-history,limited,https://www.nps.gov/kaho/planyourvisit/placestogo.htm,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kaloko-honokohau-national-historical-park-petroglyph-and-village-landscape,Kaloko-Honokōhau National Historical Park — Petroglyph and Village Landscape,Kailua-Kona,HI,19.68083,-156.03069,weird-history,limited,https://www.nps.gov/kaho/planyourvisit/placestogo.htm,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kamehameha-i-birthsite-memorial,Kamehameha I Birthsite Memorial,Hāwī,HI,20.25889,-155.88583,weird-history,limited,https://dlnr.hawaii.gov/dsp/parks/hawaii/kohala-historical-sites-state-monument/,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kane-gulch-ranger-station,Kane Gulch Ranger Station,Blanding,UT,37.52445,-109.89578,weird-history,limited,https://www.blm.gov/visit/kane-gulch-ranger-station,America/Denver,2026-09-10T15:17:34.272203+00:00
kaneana-makua-cave,Kāneana — Mākua Cave,Mākaha,HI,21.51964,-158.22753,folklore,roadside,https://dlnr.hawaii.gov/dsp/parks/oahu/kaena-point-state-park/,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kannally-ranch-house-oracle-state-park,Kannally Ranch House — Oracle State Park,Oracle,AZ,32.60765,-110.73256,roadside-oddities,limited,https://azstateparks.com/oracle,America/Phoenix,2026-09-10T19:46:38.653299+00:00
kapaemahu-healing-stones-of-waikiki,Kapaemahu — Healing Stones of Waikīkī,Honolulu,HI,21.27576,-157.82569,folklore,open,https://www.waikikihistorictrail.org/the-healing-stones-of-kapaemahu,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kapuaiwa-coconut-grove,Kapuāiwa Coconut Grove,Kaunakakai,HI,21.09726,-157.03805,weird-history,roadside,https://www.gohawaii.com/islands/molokai/regions/central-molokai/kapuaiwa-coconut-grove,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
karl-jansky-radio-astronomy-monument,Karl Jansky Radio Astronomy Monument,Holmdel Township,NJ,40.36514,-74.16357,weird-history,open,https://www.atlasobscura.com/places/karl-jansky-monument,America/New_York,2026-09-08T17:48:18.566953+00:00
kartchner-caverns-state-park,Kartchner Caverns State Park,Benson,AZ,31.83702,-110.34728,roadside-oddities,limited,https://azstateparks.com/kartchner,America/Phoenix,2026-09-10T19:46:38.653299+00:00
kasha-katuwe-tent-rocks-national-monument,Kasha-Katuwe Tent Rocks National Monument,Cochiti Pueblo,NM,35.65842,-106.42303,roadside-oddities,limited,https://www.blm.gov/visit/kktr,America/Denver,
katahdin-iron-works,Katahdin Iron Works,Katahdin Iron Works Township,ME,45.41601,-69.07226,weird-history,limited,https://www.atlasobscura.com/places/katahdin-iron-works,America/New_York,2026-09-09T04:54:23.476824+00:00
kate-shelley-high-bridge,Kate Shelley High Bridge,Boone,IA,42.055,-93.9891,roadside-oddities,roadside,https://www.boonehistorymuseums.org/,America/Chicago,2026-09-09T14:49:42.407907+00:00
katherine-johnson-statue,Katherine Johnson Statue,Institute,WV,38.38023,-81.76765,weird-history,open,https://wvstateu.edu/news/west-virginia-state-university-alumnus-creates-las/,America/New_York,2026-09-08T03:30:19.766632+00:00
kathryn-tucker-windham-museum,Kathryn Tucker Windham Museum,Thomasville,AL,31.88889,-87.74466,folklore,limited,https://www.ruralswalabama.org/attraction/kathryn-tucker-windham-museum/,America/Chicago,2026-09-09T12:59:35.538091+00:00
katyn-massacre-memorial,Katyń Massacre Memorial,Jersey City,NJ,40.71626,-74.03298,weird-history,open,https://www.atlasobscura.com/places/katyn-massacre-memorial,America/New_York,2026-09-08T17:48:18.566953+00:00
kau-qua-tau-witch-legend-marker,Kau-Qua-Tau Witch Legend Marker,West Seneca,NY,42.83366,-78.74749,folklore,roadside,https://www.wgpfoundation.org/historic-markers/kau-qua-tau/,America/New_York,2026-09-07T16:22:52.387536+00:00
kauai-glass-beach,Kauaʻi Glass Beach,ʻEleʻele,HI,21.89828,-159.58438,roadside-oddities,limited,https://www.kauai.com/glass-beach,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kauai-museum,Kauaʻi Museum,Līhuʻe,HI,21.97504,-159.36828,museums,open,https://www.kauaimuseum.org/,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kauleonanahoa-phallic-rock,Kauleonanahoa — Phallic Rock,Hoʻolehua,HI,21.17543,-157.00778,folklore,limited,https://visitmolokai.com/wp/faq-items/what-can-you-tell-me-about-the-phallic-rock/,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kaumana-caves,Kaumana Caves,Hilo,HI,19.6868,-155.13068,roadside-oddities,limited,https://www.hawaiicounty.gov/departments/parks-recreation,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kaunolu-village-site,Kaunolū Village Site,Lānaʻi City,HI,20.73472,-156.96444,weird-history,limited,https://www.gohawaii.com/islands/lanai/things-to-do/land-activities/historic-places,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kawaiahao-church-and-king-lunalilo-tomb,Kawaiahaʻo Church and King Lunalilo Tomb,Honolulu,HI,21.30435,-157.85782,weird-history,limited,https://kawaiahaochurch.com/,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kaymoor-mine-site,Kaymoor Mine Site,Fayetteville,WV,38.04529,-81.06775,weird-history,limited,https://www.nps.gov/neri/learn/historyculture/visiting-kaymoor.htm,America/New_York,2026-09-08T03:11:33.200322+00:00
kazoobie-kazoo-museum,Kazoobie Kazoo Museum,Beaufort,SC,32.43468,-80.72016,museums,open,https://www.atlasobscura.com/places/kazoo-museum,America/New_York,2026-09-09T05:53:13.784429+00:00
keahiakawelo-garden-of-the-gods,Keahiakawelo — Garden of the Gods,Lānaʻi City,HI,20.8819,-156.9978,roadside-oddities,limited,https://www.gohawaii.com/islands/lanai/things-to-do/land-activities/historic-places,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
keaiwa-heiau-state-recreation-area,Keaīwa Heiau State Recreation Area,ʻAiea,HI,21.39972,-157.90806,weird-history,limited,https://dlnr.hawaii.gov/dsp/parks/oahu/keaiwa-heiau-state-recreation-area/,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
keane-wonder-mine,Keane Wonder Mine,Death Valley,CA,36.68122,-116.90115,weird-history,limited,https://www.nps.gov/deva/,America/Los_Angeles,2026-09-10T18:16:36.855179+00:00
kecksburg-ufo-monument,Kecksburg UFO Monument,Kecksburg,PA,40.1834,-79.462,ufos,roadside,https://en.wikipedia.org/wiki/Kecksburg_UFO_incident,America/New_York,2026-09-06T01:56:28.154232+00:00
kelleys-island-glacial-grooves,Kelleys Island Glacial Grooves,Kelleys Island,OH,41.61363,-82.70539,weird-history,limited,https://kelleysisland.com/listing/glacial-grooves/,America/New_York,2026-09-08T02:02:43.398883+00:00
kelleys-island-winery-ruins,Kelleys Island Winery Ruins,Kelleys Island,OH,41.60142,-82.72943,weird-history,private,https://www.atlasobscura.com/places/kelleys-island-winery-ruins,America/New_York,2026-09-08T02:02:43.398883+00:00
kelly-ghost-town,Kelly Ghost Town,Magdalena,NM,34.1072,-107.19872,weird-history,limited,https://www.newmexico.org/places-to-visit/ghost-towns/kelly/,America/Denver,
kelly-ingram-park,Kelly Ingram Park,Birmingham,AL,33.51631,-86.81339,weird-history,open,https://www.birminghamal.gov/parks,America/Chicago,2026-09-09T12:59:35.538091+00:00
kelly-little-green-men-encounter,Kelly Little Green Men Encounter,Kelly,KY,36.95922,-87.47757,ufos,roadside,https://www.kellyky.com/,America/Chicago,2026-09-08T14:15:10.228298+00:00
kelso-depot,Kelso Depot,Kelso,CA,35.01215,-115.65322,roadside-oddities,limited,https://www.nps.gov/moja/,America/Los_Angeles,2026-09-10T18:16:36.855179+00:00
kennecott-mines-national-historic-landmark,Kennecott Mines National Historic Landmark,Kennicott,AK,61.48105,-142.88523,weird-history,limited,https://www.nps.gov/places/kennecott-mines.htm,America/Anchorage,2026-09-10T21:00:19.829278+00:00
kennedy-gold-mine,Kennedy Gold Mine,Jackson,CA,38.36686,-120.78021,weird-history,limited,https://kennedygoldmine.com/,America/Los_Angeles,2026-09-10T18:16:36.855179+00:00
kennedy-space-center-rocket-garden,Kennedy Space Center Rocket Garden,Merritt Island,FL,28.5232,-80.68191,roadside-oddities,limited,https://www.kennedyspacecenter.com/,America/New_York,2026-09-09T13:54:54.613604+00:00
kenneth-e-stoddard-shell-museum,Kenneth E. Stoddard Shell Museum,Boothbay,ME,43.90734,-69.6166,museums,limited,https://www.atlasobscura.com/places/kenneth-e-stoddard-shell-museum,America/New_York,2026-09-09T04:54:23.476824+00:00
kenova-pumpkin-house,Kenova Pumpkin House,Kenova,WV,38.39974,-82.56686,roadside-oddities,limited,https://wvtourism.com/the-pumpkin-house-how-this-small-town-home-became-a-national-attraction/,America/New_York,2026-09-08T03:11:33.200322+00:00
kent-plantation-house,Kent Plantation House,Alexandria,LA,31.30611,-92.48361,roadside-oddities,limited,https://www.kenthouse.org/,America/Chicago,2026-09-09T13:02:15.154818+00:00
kentucky-bend,Kentucky Bend,Tiptonville,KY,36.53957,-89.47605,weird-history,roadside,https://www.atlasobscura.com/places/kentucky-bend,America/Chicago,2026-09-08T14:30:49.642487+00:00
kentucky-coal-museum,Kentucky Coal Museum,Benham,KY,36.96425,-82.95131,museums,open,https://kycoalmuseum.southeast.kctcs.edu/,America/New_York,2026-09-08T14:15:10.228298+00:00
kentucky-floral-clock,Kentucky Floral Clock,Frankfort,KY,38.18604,-84.87641,roadside-oddities,open,https://www.atlasobscura.com/places/kentucky-floral-clock,America/New_York,2026-09-08T14:42:00.461026+00:00
kentucky-folk-art-center,Kentucky Folk Art Center,Morehead,KY,38.18167,-83.43306,museums,open,https://www.moreheadstate.edu/kfac/,America/New_York,2026-09-08T14:30:49.642487+00:00
kentucky-military-history-museum,Kentucky Military History Museum,Frankfort,KY,38.1976,-84.87262,museums,limited,https://history.ky.gov/visit/kentucky-military-history-museum/,America/New_York,2026-09-08T14:30:49.642487+00:00
kentucky-music-hall-of-fame-and-museum,Kentucky Music Hall of Fame and Museum,Mount Vernon,KY,37.38979,-84.33175,museums,open,https://kentuckymusichalloffame.com/,America/New_York,2026-09-08T14:42:00.461026+00:00
kentucky-reptile-zoo,Kentucky Reptile Zoo,Slade,KY,37.79311,-83.70394,museums,limited,https://www.kyreptilezoo.com/,America/New_York,2026-09-08T14:15:10.228298+00:00
kentucky-stonehenge,Kentucky Stonehenge,Munfordville,KY,37.27186,-85.89144,roadside-oddities,open,https://www.visitmunfordville.com/kentucky-stone-henge,America/Chicago,2026-09-08T14:15:10.228298+00:00
keokuk-lock-and-dam-no-19,Keokuk Lock and Dam No. 19,Keokuk,IA,40.3978,-91.3784,roadside-oddities,roadside,https://www.keokukiowa.gov/,America/Chicago,2026-09-09T14:49:42.407907+00:00
keokuk-national-cemetery,Keokuk National Cemetery,Keokuk,IA,40.4115,-91.3855,weird-history,open,https://www.cem.va.gov/cems/nchp/keokuk.asp,America/Chicago,2026-09-09T14:49:42.407907+00:00
keoneheehee-sliding-sands-trailhead,Keoneheʻeheʻe — Sliding Sands Trailhead,Kula,HI,20.71511,-156.24982,roadside-oddities,limited,https://www.nps.gov/hale/planyourvisit/index.htm,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
keoneoio-la-perouse-bay-lava-fields,Keoneʻōʻio — La Perouse Bay Lava Fields,Mākena,HI,20.59723,-156.42273,roadside-oddities,limited,https://www.hawaii-guide.com/maui/beaches/la-perouse-bay,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
keosauqua-bentonsport-area-pearson-house,Keosauqua Bentonsport Area — Pearson House,Keosauqua,IA,40.7302,-91.963,weird-history,limited,https://villagesofvanburen.com/,America/Chicago,2026-09-09T14:49:42.407907+00:00
keota-ghost-town,Keota Ghost Town,Keota,CO,40.7028,-104.0752,weird-history,roadside,https://www.colorado.com/articles/colorado-ghost-towns,America/Denver,2026-09-10T19:13:08.906905+00:00
kerr-lock-ruins,Kerr Lock Ruins,Lagro,IN,40.83718,-85.72538,weird-history,open,https://www.atlasobscura.com/places/kerr-lock,America/Indiana/Indianapolis,2026-09-08T13:34:34.826362+00:00
ketchikan-ghost-walk-alaska-ghosts-legends,Ketchikan Ghost Walk — Alaska Ghosts & Legends,Ketchikan,AK,55.34143,-131.6472,haunted,limited,https://www.americanghostwalks.com/alaska/ketchikan/ketchikan-ghost-walk,America/Anchorage,2026-09-10T21:00:19.829278+00:00
keweenaw-county-snow-stick,Keweenaw County Snow Stick,Mohawk,MI,47.35898,-88.30343,roadside-oddities,roadside,https://www.waymarking.com/waymarks/WMCEM2_The_Snow_Stick_Mohawk_MI,America/Detroit,2026-09-08T15:31:15.588137+00:00
keweenaw-rocket-range,Keweenaw Rocket Range,Copper Harbor,MI,47.4303,-87.71481,weird-history,limited,https://www.atlasobscura.com/places/keweenaw-rocket-range,America/Detroit,2026-09-08T15:12:49.285859+00:00
key-underwood-coon-dog-memorial-graveyard,Key Underwood Coon Dog Memorial Graveyard,Cherokee,AL,34.63,-87.96667,weird-history,open,https://www.coondogcemetery.com/index.html,America/Chicago,2026-09-09T12:59:35.538091+00:00
key-west-butterfly-nature-conservatory-flamingos,Key West Butterfly & Nature Conservatory Flamingos,Key West,FL,24.54816,-81.79642,roadside-oddities,limited,https://keywestbutterfly.com/,America/New_York,2026-09-09T13:54:54.613604+00:00
key-west-cemetery,Key West Cemetery,Key West,FL,24.55573,-81.79315,weird-history,open,https://www.cityofkeywest-fl.gov/,America/New_York,2026-09-09T13:54:54.613604+00:00
key-west-garden-club-at-west-martello-tower,Key West Garden Club at West Martello Tower,Key West,FL,24.54848,-81.78162,weird-history,limited,https://www.keywestgardenclub.com/,America/New_York,2026-09-09T13:54:54.613604+00:00
key-west-lighthouse,Key West Lighthouse,Key West,FL,24.55195,-81.80096,weird-history,limited,https://www.kwahs.org/museums/key-west-lighthouse-keepers-quarters,America/New_York,2026-09-09T13:54:54.613604+00:00
key-west-shipwreck-museum,Key West Shipwreck Museum,Key West,FL,24.5606,-81.80749,weird-history,limited,https://www.keywestshipwreck.com/,America/New_York,2026-09-09T13:54:54.613604+00:00
keystone-arch-bridges,Keystone Arch Bridges,Chester,MA,42.31158,-72.99261,weird-history,open,https://www.atlasobscura.com/places/keystone-arch-bridges,America/New_York,2026-09-09T04:43:56.902716+00:00
keystone-canyon-railroad-tunnel,Keystone Canyon Railroad Tunnel,Valdez,AK,61.0842,-145.89322,weird-history,roadside,https://www.hmdb.org/m.asp?m=49609,America/Anchorage,2026-09-10T21:00:19.829278+00:00
kickapoo-cavern-state-park,Kickapoo Cavern State Park,Brackettville,TX,29.61049,-100.44974,roadside-oddities,limited,https://tpwd.texas.gov/state-parks/kickapoo-cavern,America/Chicago,2026-09-09T15:39:42.513669+00:00
kid-groot-tree-carving,Kid Groot Tree Carving,Cheshire,CT,41.52091,-72.89538,roadside-oddities,roadside,https://www.roadsideamerica.com/tip/85729,America/New_York,2026-09-08T19:51:22.001704+00:00
kilauea-iki-crater,Kīlauea Iki Crater,Volcano,HI,19.41692,-155.24291,roadside-oddities,limited,https://www.nps.gov/havo/planyourvisit/hike_day_kilaueaiki.htm,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kilauea-overlook-and-kaluapele,Kīlauea Overlook and Kaluapele,Volcano,HI,19.42342,-155.28562,roadside-oddities,limited,https://www.nps.gov/havo/planyourvisit/index.htm,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kilbourne-hole-volcanic-crater,Kilbourne Hole Volcanic Crater,La Mesa,NM,31.97013,-106.95,roadside-oddities,limited,https://www.blm.gov/visit/kilbourne-hole-volcanic-crater,America/Denver,
kilcher-homestead-living-museum,Kilcher Homestead Living Museum,Homer,AK,59.71721,-151.31026,weird-history,limited,https://www.alaska.org/detail/kilcher-family-homestead,America/Anchorage,2026-09-10T21:00:19.829278+00:00
killdeer-mountain-battlefield-state-historic-site,Killdeer Mountain Battlefield State Historic Site,Killdeer,ND,47.42189,-102.91693,weird-history,limited,https://www.ndtourism.com/killdeer/history/historic-sites/killdeer-mountain-battlefield-state-historic-site,America/Chicago,2026-09-10T15:41:01.891131+00:00
killiansburg-cave,Killiansburg Cave,Sharpsburg,MD,39.45879,-77.79609,weird-history,limited,https://www.atlasobscura.com/places/killiansburg-cave,America/New_York,2026-09-08T03:48:11.440333+00:00
killpecker-sand-dunes,Killpecker Sand Dunes,Sweetwater County,WY,41.96113,-109.08057,roadside-oddities,limited,https://www.blm.gov/visit/killpecker-sand-dunes-open-play-area,America/Denver,2026-09-10T19:07:50.075112+00:00
kilmer-mansion,Kilmer Mansion,Binghamton,NY,42.09264,-75.92122,haunted,limited,https://hauntedhistorytrail.com/explore/kilmer-mansion,America/New_York,2026-09-08T01:35:27.513733+00:00
kilohana-plantation-and-kauai-plantation-railway,Kilohana Plantation and Kauaʻi Plantation Railway,Līhuʻe,HI,21.97115,-159.39112,roadside-oddities,limited,https://www.kauaiplantationrailway.com/,Pacific/Honolulu,2026-09-10T18:11:03.493189+00:00
kimo-theatre,KiMo Theatre,Albuquerque,NM,35.085,-106.65198,roadside-oddities,limited,https://www.cabq.gov/artsculture/kimo,America/Denver,
kin-kletso,Kin Kletso,Nageezi,NM,36.06513,-107.96998,weird-history,limited,https://www.nps.gov/chcu/learn/historyculture/places.htm,America/Denver,
kindred-spirit-mailbox,Kindred Spirit Mailbox,Sunset Beach,NC,33.86778,-78.53059,folklore,limited,https://www.atlasobscura.com/places/kindred-spirit-mailbox,America/New_York,2026-09-09T05:34:33.398594+00:00
king-bhumibol-adulyadej-birthplace-marker,King Bhumibol Adulyadej Birthplace Marker,Cambridge,MA,42.3723,-71.122,weird-history,open,https://www.atlasobscura.com/places/king-bhumibol-adulyadej-birthplace-marker,America/New_York,2026-09-09T04:43:56.902716+00:00
